phi,d_b,h_x,h_y,parameters
0.0,0.5263157894736842,0.3230033214509953,0.2417969972952909,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.5789473684210527,0.35922822571138224,0.26912848142277473,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.631578947368421,0.39019535198360533,0.2924852704550095,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.6842105263157895,0.4174268359992461,0.31301827680369254,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.7368421052631579,0.44186883852383474,0.3314446116876437,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.7894736842105263,0.4640821572256517,0.34818756762095615,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.8421052631578947,0.4845250232393995,0.3635928974659354,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.8947368421052632,0.5034692758207091,0.3778665505924715,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,0.9473684210526315,0.521157110416489,0.3911906319350824,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.0,1.0,0.5377544893923294,0.4036912057624422,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.05263157894736842,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.10526315789473684,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.15789473684210525,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.21052631578947367,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.2631578947368421,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.3157894736842105,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.3684210526315789,0.01230862747551709,0.0005103437559907805,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.42105263157894735,0.2632923159027113,0.19673995502691485,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.47368421052631576,0.3156496895210555,0.23626543578140466,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.5263157894736842,0.356282461489236,0.2669175297841782,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.5789473684210527,0.3901674022581092,0.29247094859885914,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.631578947368421,0.4195159505725677,0.31459782286328164,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.6842105263157895,0.4455649764898596,0.33423369679506537,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.7368421052631579,0.46909412392080596,0.351966750218369,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.7894736842105263,0.49059213350049957,0.3681657379250654,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.8421052631578947,0.510430010214607,0.3831107372539251,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.8947368421052632,0.5288766726190849,0.3970046245974834,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,0.9473684210526315,0.5461244684453254,0.4099949105933621,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.05263157894736842,1.0,0.5623606104047326,0.42221782091481674,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.0,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.05263157894736842,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.10526315789473684,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.15789473684210525,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.21052631578947367,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.2631578947368421,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.3157894736842105,0.0,0.0,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.3684210526315789,0.236119727265664,0.1762314071217284,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.42105263157894735,0.3021158045801911,0.22606562170690556,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.47368421052631576,0.3490830606538616,0.26149667993984543,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.5263157894736842,0.3868150116049571,0.2899492499006382,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
0.10526315789473684,0.5789473684210527,0.4188287017528105,0.31408416620846646,"Dict{String, Real}(""s_u"" => 0.4, ""h_x_bar"" => 0.8568051721082585, ""h_x"" => 0.8568051721082585, ""p_u"" => 0.6, ""s_y"" => 0.5, ""a"" => 0.1, ""h_y_bar"" => 0.6435212507062913, ""M"" => 1, ""s_jx"" => 0.4, ""phi"" => 1.0, ""b_x"" => 3, ""h_y"" => 0.6435212507062913, ""b_y"" => 4.0, ""s_jy"" => 0.4, ""s_x"" => 0.5, ""p_j"" => 0.55)"
